"synonym","unacceptreason","aphiaid","scientific","match_type"
"Hydrocynus vittiger","junior synonym",1440610,"Hydrocynus goliath","exact"
"Hydrocyon goliath","misspelling",1440610,"Hydrocynus goliath","exact"
"Hydrocyon vittiger",NA,1440610,"Hydrocynus goliath","exact"
"Hydrocinus vittatus",NA,1054265,"Hydrocynus vittatus","exact"
"Hydrocion lineatus",NA,1054265,"Hydrocynus vittatus","exact"
"Hydrocynus lineatus",NA,1054265,"Hydrocynus vittatus","exact"
"Hydrocyon lineatus","junior synonym",1054265,"Hydrocynus vittatus","exact"
"Hydrocyon vittatus","ambiguous synonym",1054265,"Hydrocynus vittatus","exact"
"Chimaera abbreviata",NA,105825,"Hydrolagus affinis","exact"
"Chimaera affinis",NA,105825,"Hydrolagus affinis","exact"
"Chimaera plumbea",NA,105825,"Hydrolagus affinis","exact"
"Psychichthys affinis",NA,105825,"Hydrolagus affinis","exact"
"Chimaera africana",NA,217437,"Hydrolagus africanus","exact"
"Chimaera barbouri",NA,271404,"Hydrolagus barbouri","exact"
"Chimaera spilota",NA,271404,"Hydrolagus barbouri","exact"
"Chimaera colliei",NA,271406,"Hydrolagus colliei","exact"
"Chimaera media",NA,271406,"Hydrolagus colliei","exact"
"Chimaera neglecta",NA,271406,"Hydrolagus colliei","exact"
"Hydrolagus media",NA,271406,"Hydrolagus colliei","exact"
"Chimaera deani",NA,271407,"Hydrolagus deani","exact"
"Chimaera purpurascens","synonym",271408,"Hydrolagus eidolon","exact"
"Chimaera purpurescens",NA,271408,"Hydrolagus eidolon","exact"
"Psychichthys eidolon",NA,271408,"Hydrolagus eidolon","exact"
"Hydrolagus macrophathalmus","misspelling",271411,"Hydrolagus macrophthalmus","exact"
"Chimaera mirabilis",NA,105826,"Hydrolagus mirabilis","exact"
"Chimaera mitsukurii",NA,271414,"Hydrolagus mitsukurii","exact"
"Chimaera mitsukurii","and junior synonym",271414,"Hydrolagus mitsukurii","exact"
"Psychichthys mitsukurii","junior synonym",271414,"Hydrolagus mitsukurii","exact"
"Chimaera australis",NA,271415,"Hydrolagus novaezealandiae","exact"
"Chimaera monstrosa var. australis","ambiguous synonym",271415,"Hydrolagus novaezealandiae","exact"
"Chimaera novaezealandiae",NA,271415,"Hydrolagus novaezealandiae","exact"
"Chimaera novae-zealandiae",NA,271415,"Hydrolagus novaezealandiae","exact"
"Hydrolagus novaezelandiae","misspelling",271415,"Hydrolagus novaezealandiae","exact"
"Chimaera gilberti",NA,271417,"Hydrolagus purpurescens","exact"
"Chimaera purpurescens",NA,271417,"Hydrolagus purpurescens","exact"
"Hydrocyon armatus",NA,1418385,"Hydrolycus armatus","exact"
"Cynodon pectoralis",NA,1020901,"Hydrolycus scomberoides","exact"
"Hydrocynus scomberoides","ambiguous synonym",1020901,"Hydrolycus scomberoides","exact"
"Hydrocyon scomberoides",NA,1020901,"Hydrolycus scomberoides","exact"
"Hydrolicus scomberoides",NA,1020901,"Hydrolycus scomberoides","exact"
"Hydrolycus pectoralis",NA,1020901,"Hydrolycus scomberoides","exact"
"Myctophum atratum",NA,272704,"Hygophum atratum","exact"
"Hygophum bennoiti","misspelling",126602,"Hygophum benoiti","exact"
"Myctophum benoiti",NA,126602,"Hygophum benoiti","exact"
"Scopelus benoiti",NA,126602,"Hygophum benoiti","exact"
"Hygophum brunii","misspelling",272705,"Hygophum bruuni","exact"
"Myctophum hanseni",NA,217701,"Hygophum hanseni","exact"
"Serpa peccatus",NA,217701,"Hygophum hanseni","exact"
"Hygophum higomii","misspelling",126603,"Hygophum hygomii","exact"
"Hygophum hygomi","misspelling",126603,"Hygophum hygomii","exact"
"Hygophum hygonii","misspelling",126603,"Hygophum hygomii","exact"
"Hygophym hygomi",NA,126603,"Hygophum hygomii","exact"
"Myctophum benoiti hygomi","misspelling",126603,"Hygophum hygomii","exact"
"Myctophum hygomi","misspelling",126603,"Hygophum hygomii","exact"
"Myctophum hygomii",NA,126603,"Hygophum hygomii","exact"
"Myctophum hygoni","misspelling",126603,"Hygophum hygomii","exact"
"Myctophum remiger",NA,126603,"Hygophum hygomii","exact"
"Myctophum remigerum","misspelling",126603,"Hygophum hygomii","exact"
"Scopelus hygomii",NA,126603,"Hygophum hygomii","exact"
"Scopelus macrochir",NA,158895,"Hygophum macrochir","exact"
"Hygophum reinhardti","misspelling",126604,"Hygophum reinhardtii","exact"
"Lampanyctus reinhardtii",NA,126604,"Hygophum reinhardtii","exact"
"Myctophum benoiti reinhardti",NA,126604,"Hygophum reinhardtii","exact"
"Myctophum braueri",NA,126604,"Hygophum reinhardtii","exact"
"Myctophum reinhardti","misspelling",126604,"Hygophum reinhardtii","exact"
"Myctophum reinhardtii",NA,126604,"Hygophum reinhardtii","exact"
"Scopelus reinhardtii",NA,126604,"Hygophum reinhardtii","exact"
"Hylopanchax sylvestris",NA,1013932,"Hylopanchax silvestris","exact"
"Hypsopanchax silvestris",NA,1013932,"Hylopanchax silvestris","exact"
"Micropanchax silvestris",NA,1013932,"Hylopanchax silvestris","exact"
"Procatopus silvestris",NA,1013932,"Hylopanchax silvestris","exact"
"Epiplatys stictopleuron",NA,1014276,"Hylopanchax stictopleuron","exact"
"Hypsopanchax stictopleuron","senior synonym",1014276,"Hylopanchax stictopleuron","exact"
"Micropanchax stictopleuron",NA,1014276,"Hylopanchax stictopleuron","exact"
"Hymenocephalus striatissimus aeger","synonym",398384,"Hymenocephalus aeger","exact"
"Bathygadus cavernosus",NA,158961,"Hymenocephalus italicus","exact"
"Himenocephalus italicus","misspelling",158961,"Hymenocephalus italicus","exact"
"Hymenocephalus (Hymenocephalus) italicus",NA,158961,"Hymenocephalus italicus","exact"
"Hymenocephalus cavernosus",NA,158961,"Hymenocephalus italicus","exact"
"Macrurus cavernosus","misspelling",158961,"Hymenocephalus italicus","exact"
"Macrurus italicus","misspelling",158961,"Hymenocephalus italicus","exact"
"Hymenocephalus iwamatoi","misspelling",835156,"Hymenocephalus iwamotoi","exact"
"Hymenocephalus lethonenmus","misspelling",272377,"Hymenocephalus lethonemus","exact"
"Macrurus longibarbis",NA,272378,"Hymenocephalus longibarbis","exact"
"Hymenocephalus papiraceus","misspelling",272385,"Hymenocephalus papyraceus","exact"
"Hymenocephalus striatissimus striatissimus",NA,293611,"Hymenocephalus striatissimus","exact"
"Hymenocephalus striatissimus torvus",NA,300994,"Hymenocephalus torvus","exact"
"Hymenocephalus (Hymenogadus) gracilis","Alternate representation of a superseded new combination",318576,"Hymenogadus gracilis","exact"
"Hymenocephalus gracilis","Superseded original combination",318576,"Hymenogadus gracilis","exact"
"Hymenocephalus tenuis",NA,1017077,"Hymenogadus tenuis","exact"
"Dasyatis americana",NA,1042856,"Hypanus americanus","exact"
"Dasyatis dipterura",NA,1042857,"Hypanus dipterurus","exact"
"Dasyatis dipterurus","misspelling",1042857,"Hypanus dipterurus","exact"
"Dasyatis hawaiensis",NA,1042857,"Hypanus dipterurus","exact"
"Dasyatis hawaiiensis","misspelling",1042857,"Hypanus dipterurus","exact"
"Dasybatis dipterura",NA,1042857,"Hypanus dipterurus","exact"
"Dasybatis dipterurus","misspelling",1042857,"Hypanus dipterurus","exact"
"Dasyatis guttata",NA,1042858,"Hypanus guttatus","exact"
"Dasyatis guttatus","misspelling",1042858,"Hypanus guttatus","exact"
"Raja guttata",NA,1042858,"Hypanus guttatus","exact"
"Raja tuberculata",NA,1042858,"Hypanus guttatus","exact"
"Trygon jabebara",NA,1042858,"Hypanus guttatus","exact"
"Trygon osteosticta",NA,1042858,"Hypanus guttatus","exact"
"Dasyatis longa",NA,1042860,"Hypanus longus","exact"
"Dasyatis longus","misspelling",1042860,"Hypanus longus","exact"
"Trygon longa",NA,1042860,"Hypanus longus","exact"
"Dasyatis macrophthalma","misspelling",1042862,"Hypanus marianae","exact"
"Dasyatis marianae",NA,1042862,"Hypanus marianae","exact"
"Dasyatis rudis",NA,1042863,"Hypanus rudis","exact"
"Dasybatus rudis",NA,1042863,"Hypanus rudis","exact"
"Trygon rudis",NA,1042863,"Hypanus rudis","exact"
"Amphotistius sabinus",NA,1042864,"Hypanus sabinus","exact"
"Dasyatis sabina",NA,1042864,"Hypanus sabinus","exact"
"Desyatis sabina",NA,1042864,"Hypanus sabinus","exact"
"Trygon sabina",NA,1042864,"Hypanus sabinus","exact"
"Dasyatis say",NA,1042865,"Hypanus say","exact"
"Dasyatis sayi",NA,1042865,"Hypanus say","exact"
"Raja say",NA,1042865,"Hypanus say","exact"
"Catostomus nigricans etowanus","synonym",1214760,"Hypentelium etowanum","exact"
"Catostomus nigricans",NA,1022874,"Hypentelium nigricans","exact"
"Hypentelium nigrecans",NA,1022874,"Hypentelium nigricans","exact"
"Moxostoma nigricans",NA,1022874,"Hypentelium nigricans","exact"
"Clupea spratellides","misspelling",281096,"Hyperlophus vittatus","exact"
"Clupea sprattellides",NA,281096,"Hyperlophus vittatus","exact"
"Hyperlophus copii",NA,281096,"Hyperlophus vittatus","exact"
"Meletta vittata",NA,281096,"Hyperlophus vittatus","exact"
"Diagramma porosa",NA,219737,"Hyperoglyphe antarctica","exact"
"Eurumelops johnstoni",NA,219737,"Hyperoglyphe antarctica","exact"
"Eurumetopos johnstonii","synonym",219737,"Hyperoglyphe antarctica","exact"
"Hyperoglyphe porosa",NA,219737,"Hyperoglyphe antarctica","exact"
"Palinurichthys antarcticus",NA,219737,"Hyperoglyphe antarctica","exact"
"Palinurichthys porosus",NA,219737,"Hyperoglyphe antarctica","exact"
"Perca antarctica",NA,219737,"Hyperoglyphe antarctica","exact"
"Seriolella amplus",NA,219737,"Hyperoglyphe antarctica","exact"
"Palinurichthys bythites",NA,273310,"Hyperoglyphe bythites","exact"
"Centrolophus japonicus",NA,273311,"Hyperoglyphe japonica","exact"
"Toledia macrophthalma",NA,273312,"Hyperoglyphe macrophthalma","exact"
"Coryphaena perciformis",NA,126832,"Hyperoglyphe perciformis","exact"
"Hyperoglyphe perciformes","misspelling",126832,"Hyperoglyphe perciformis","exact"
"Palinurichthyes perciformes","misspelling",126832,"Hyperoglyphe perciformis","exact"
"Palinurichthys perciformis",NA,126832,"Hyperoglyphe perciformis","exact"
"Palinurichthys pringlei",NA,219736,"Hyperoglyphe pringlei","exact"
"Hyperopisus bebe bebe",NA,581707,"Hyperopisus bebe","exact"
"Hyperopisus bebe chariensis","synonym",581707,"Hyperopisus bebe","exact"
"Hyperopisus bebe occidentalis","junior synonym",581707,"Hyperopisus bebe","exact"
"Hyperopisus chariensis","junior synonym",581707,"Hyperopisus bebe","exact"
"Hyperopisus occidentalis","synonym",581707,"Hyperopisus bebe","exact"
"Hyperopisus occidentalis tenuicauda","junior synonym",581707,"Hyperopisus bebe","exact"
"Hyperopisus tenuicauda","synonym",581707,"Hyperopisus bebe","exact"
"Hyperopsis bebe",NA,581707,"Hyperopisus bebe","exact"
"Mormyrus bebe",NA,581707,"Hyperopisus bebe","exact"
"Ammodytes immaculatus",NA,126755,"Hyperoplus immaculatus","exact"
"Ammodytes lanceolatus","new combination",126756,"Hyperoplus lanceolatus","exact"
"Hyperprosopon analis","misspelling",281097,"Hyperprosopon anale","exact"
"Hyperprosopon argenteus","misspelling",281098,"Hyperprosopon argenteum","exact"
"Cymatogaster ellipticus",NA,281099,"Hyperprosopon ellipticum","exact"
"Hyphessobrycon albolineatum",NA,1014213,"Hyphessobrycon albolineatus","exact"
"Hemigrammus amandae",NA,1383837,"Hyphessobrycon amandae","exact"
"Aphyocharax axelrodi","synonym",281101,"Hyphessobrycon axelrodi","exact"
"Megalamphodus axelrodi",NA,281101,"Hyphessobrycon axelrodi","exact"
"Pristella axelrodi",NA,281101,"Hyphessobrycon axelrodi","exact"
"Hyphessobrycon bentosi bentosi","senior synonym",1013917,"Hyphessobrycon bentosi","exact"
"Hyphessobrycon robertsi",NA,1013917,"Hyphessobrycon bentosi","exact"
"Hemigrammus boulengeri",NA,1018316,"Hyphessobrycon boulengeri","exact"
"Dermatocheir catablepta",NA,1526052,"Hyphessobrycon catableptus","exact"
"Hemigrammus compressus",NA,1018626,"Hyphessobrycon compressus","exact"
"Megalamphodus ecuadorensis",NA,1017168,"Hyphessobrycon ecuadorensis","exact"
"Cheirodon eques","senior synonym",1018225,"Hyphessobrycon eques","exact"
"Chirodon eques",NA,1018225,"Hyphessobrycon eques","exact"
"Hemigrammus melasopterus","synonym",1018225,"Hyphessobrycon eques","exact"
"Hemigrammus serpae","junior synonym",1018225,"Hyphessobrycon eques","exact"
"Hyphessobrycon callistus",NA,1018225,"Hyphessobrycon eques","exact"
"Hyphessobrycon serpae",NA,1018225,"Hyphessobrycon eques","exact"
"Megalamphodus eques",NA,1018225,"Hyphessobrycon eques","exact"
"Tetragonopterus callistus",NA,1018225,"Hyphessobrycon eques","exact"
"Hemigrammus erythrostigma",NA,1026685,"Hyphessobrycon erythrostigma","exact"
"Hyphessobrycon rubrostigma",NA,1026685,"Hyphessobrycon erythrostigma","exact"
"Hemigrammus georgettae","senior synonym",1013732,"Hyphessobrycon georgettae","exact"
"Hyphessobrycon georgetti",NA,1013732,"Hyphessobrycon georgettae","exact"
"Hyphessobrycon flammeus guabirubae",NA,1013943,"Hyphessobrycon griemi","exact"
"Hemigrammus haraldschultzi","senior synonym",1013664,"Hyphessobrycon haraldschultzi","exact"
"Aphyocarax heteresthes",NA,1467896,"Hyphessobrycon heteresthes","exact"
"Megalamphodus heteresthes","senior synonym",1467896,"Hyphessobrycon heteresthes","exact"
"Tetragonopterus heterorhabdus",NA,1467889,"Hyphessobrycon heterorhabdus","exact"
"Hemigrammus inconstans",NA,1018348,"Hyphessobrycon inconstans","exact"
"Hyphessobrycon ellisae",NA,1009924,"Hyphessobrycon itaparicensis","exact"
"Hyphessobrycon sergipanus",NA,1009924,"Hyphessobrycon itaparicensis","exact"
"Megalamphodus megalopterus","synonym",1016501,"Hyphessobrycon megalopterus","exact"
"Megalamphodus rogoaguae",NA,1016501,"Hyphessobrycon megalopterus","exact"
"Megalomphodus megalopterus",NA,1016501,"Hyphessobrycon megalopterus","exact"
"Hyphessobrycon melasemion",NA,1014387,"Hyphessobrycon melasemeion","exact"
"Megalamphodus micropterus",NA,1017197,"Hyphessobrycon micropterus","exact"
"Hyphessobrycon compressus milleri","senior synonym",1526069,"Hyphessobrycon milleri","exact"
"Hemigrammus minimus","senior synonym",1017897,"Hyphessobrycon minimus","exact"
"Hemigrammus minutus",NA,1017578,"Hyphessobrycon panamensis","exact"
"Hyphessobrycon panamensis daguae","junior synonym",1017578,"Hyphessobrycon panamensis","exact"
"Hyphessobrycon peugeoti",NA,1584138,"Hyphessobrycon peugeotorum","exact"
"Hemigrammus robustulus",NA,1020633,"Hyphessobrycon robustulus","exact"
"Cheirodon troemneri",NA,1014673,"Hyphessobrycon rosaceus","exact"
"Hyphessobrycon bentosi rosaceus","senior synonym",1014673,"Hyphessobrycon rosaceus","exact"
"Hyphessobrycon ornatus","synonym",1014673,"Hyphessobrycon rosaceus","exact"
"Megalamphodus roseus",NA,1013803,"Hyphessobrycon roseus","exact"
"Megalomphodus roseus",NA,1013803,"Hyphessobrycon roseus","exact"
"Hemigrammus santae",NA,1018315,"Hyphessobrycon santae","exact"
"Pseudopristella simulata",NA,1592295,"Hyphessobrycon simulatus","exact"
"Hemigrammus stegemanni","senior synonym",1013715,"Hyphessobrycon stegemanni","exact"
"Hyphessobrycon stegemani",NA,1013715,"Hyphessobrycon stegemanni","exact"
"Magalamphodus sweglesi",NA,1013746,"Hyphessobrycon sweglesi","exact"
"Megalamphodus sweglesi",NA,1013746,"Hyphessobrycon sweglesi","exact"
"Blennius fissicornis",NA,276314,"Hypleurochilus fissicornis","exact"
"Blennius fucorum",NA,276314,"Hypleurochilus fissicornis","exact"
"Blennius oceanicus",NA,276314,"Hypleurochilus fissicornis","exact"
"Parablennius fucorum",NA,276314,"Hypleurochilus fissicornis","exact"
"Blennius geminatus",NA,159602,"Hypleurochilus geminatus","exact"
"Blennius langi",NA,276315,"Hypleurochilus langi","exact"
"Nypleurochilus langi",NA,276315,"Hypleurochilus langi","exact"
"Blennius multifilis",NA,276316,"Hypleurochilus multifilis","exact"
"Plecostomus carvalhoi",NA,1525310,"Hypostomus carvalhoi","exact"
"Cochliodon cochliodon",NA,1021571,"Hypostomus cochliodon","exact"
"Cochliodon hypostomus","ambiguous synonym",1021571,"Hypostomus cochliodon","exact"
"Loricaria melanoptera","ambiguous synonym",1021571,"Hypostomus cochliodon","exact"
"Hypostomus comersoni",NA,1022570,"Hypostomus commersoni","exact"
"Hypostomus commersonii",NA,1022570,"Hypostomus commersoni","exact"
"Plecostomus commersoni",NA,1022570,"Hypostomus commersoni","exact"
"Plecostomus commersonii",NA,1022570,"Hypostomus commersoni","exact"
"Plecostomus cordovae",NA,1466508,"Hypostomus cordovae","exact"
"Plecostomus derbyi",NA,1526015,"Hypostomus derbyi","exact"
"Chaetostoma eptingi",NA,1525199,"Hypostomus eptingi","exact"
"Chaetostomus eptingi",NA,1525199,"Hypostomus eptingi","exact"
"Plecostomus fluviatilis",NA,1524712,"Hypostomus fluviatilis","exact"
"Plecostomus francisci","synonym",1421896,"Hypostomus francisci","exact"
"Plecostomus garmani",NA,1470723,"Hypostomus garmani","exact"
"Plecostomus goyazensis",NA,1526072,"Hypostomus goyazensis","exact"
"Plecostomus gymnorhynchus",NA,1525549,"Hypostomus gymnorhynchus","exact"
"Plecostomus hemiurus",NA,1525955,"Hypostomus hemiurus","exact"
"Plecostomus hermanni",NA,1438498,"Hypostomus hermanni","exact"
"Hemiancistrus holostictus",NA,1525922,"Hypostomus holostictus","exact"
"Cochliodon hondae","senior synonym",1525966,"Hypostomus hondae","exact"
"Plecostomus hondae",NA,1525966,"Hypostomus hondae","exact"
"Plecostomus iheringii",NA,1438500,"Hypostomus iheringii","exact"
"Plecostomus interruptus",NA,1525738,"Hypostomus interruptus","exact"
"Hemiancistrus itacua","senior synonym",1022568,"Hypostomus itacua","exact"
"Plecostomus jaguribensis",NA,1525836,"Hypostomus jaguribensis","exact"
"Plecostomus johnii",NA,1422385,"Hypostomus johnii","exact"
"Haplochilus platysternus",NA,1017089,"Hypsopanchax platysternus","exact"
"Haplochilus andamanicus zebra",NA,1016005,"Hypsopanchax zebra","exact"
"Haplochilus zebra",NA,1016005,"Hypsopanchax zebra","exact"
"Neetroplus fluviatilis",NA,1017567,"Hypsophrys nematopus","exact"
"Neetroplus nematoplus",NA,1017567,"Hypsophrys nematopus","exact"
"Neetroplus nematopus","synonym",1017567,"Hypsophrys nematopus","exact"
"Neetroplus nicaraguensis","synonym",1017567,"Hypsophrys nematopus","exact"
"Cichlasoma balteatum",NA,1017636,"Hypsophrys nicaraguensis","exact"
"Cichlasoma nicaraguense",NA,1017636,"Hypsophrys nicaraguensis","exact"
"Cichlasoma spilotum","junior synonym",1017636,"Hypsophrys nicaraguensis","exact"
"Copora nicaraguensis",NA,1017636,"Hypsophrys nicaraguensis","exact"
"Herichthys nicaraguensis",NA,1017636,"Hypsophrys nicaraguensis","exact"
"Heros balteatus","synonym",1017636,"Hypsophrys nicaraguensis","exact"
"Heros nicaraguensis","synonym",1017636,"Hypsophrys nicaraguensis","exact"
